residencia_provincia_id,provincia,centroide_lat,centroide_lon,fecha,cuenta_diag,cuenta_inter,cuenta_uti,cuenta_muertes,18 a 39 años SIN Factores de Riesgo,18 a 59 años CON Factores de Riesgo,40 a 49 años SIN Factores de Riesgo,50 a 59 años SIN Factores de Riesgo,60 o más años,Estrategico,Otros,Salud,TOTAL VACUNADOS,AstraZeneca,COVISHIELD,Sinopharm,Sputnik,1 dosis,2 dosis,Poblacion
42,La Pampa,-37.13155377,-65.44665466,1/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358428
26,Chubut,-43.78862335,-68.52675939,1/2/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618994
58,Neuquén,-38.64175758,-70.11857052,1/2/2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664057
46,La Rioja,-29.6857763,-67.18173597,1/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393531
54,Misiones,-26.87539651,-54.65169662,1/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261294
94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-82.52151781,-50.7427486,1/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173432
38,Jujuy,-23.32007842,-65.76425222,1/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770881
30,Entre Ríos,-32.05887354,-59.20144755,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385961
14,Córdoba,-32.14293266,-63.80175327,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760450
2,Ciudad Autónoma de Buenos Aires,-34.61449341,-58.44585635,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075646
6,Buenos Aires,-36.67694152,-60.55883198,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17541141
22,Chaco,-26.38643091,-60.76583074,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204541
34,Formosa,-24.89497259,-59.93244058,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605193
82,Santa Fe,-30.70692716,-60.94983694,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536418
74,San Luis,-33.75772574,-66.02812982,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508328
50,Mendoza,-34.62988731,-68.58312282,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990338
66,Salta,-24.29913445,-64.81446296,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424397
62,Río Negro,-40.40579572,-67.22932989,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747761
90,Tucumán,-26.94780018,-65.36475794,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694656
86,Santiago del Estero,-27.78241166,-63.25238666,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978313
10,Catamarca,-27.33583328,-66.94768243,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415438
18,Corrientes,-28.7743047,-57.8012192,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120801
70,San Juan,-30.865368,-68.88949085,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781217
78,Santa Cruz,-48.81548518,-69.95576217,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365698
42,La Pampa,-37.13155377,-65.44665466,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358428
26,Chubut,-43.78862335,-68.52675939,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618994
58,Neuquén,-38.64175758,-70.11857052,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664057
46,La Rioja,-29.6857763,-67.18173597,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393531
54,Misiones,-26.87539651,-54.65169662,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261294
94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-82.52151781,-50.7427486,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173432
38,Jujuy,-23.32007842,-65.76425222,1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770881
30,Entre Ríos,-32.05887354,-59.20144755,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385961
14,Córdoba,-32.14293266,-63.80175327,1/4/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760450
2,Ciudad Autónoma de Buenos Aires,-34.61449341,-58.44585635,1/4/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075646
6,Buenos Aires,-36.67694152,-60.55883198,1/4/2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17541141
22,Chaco,-26.38643091,-60.76583074,1/4/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204541
34,Formosa,-24.89497259,-59.93244058,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605193
82,Santa Fe,-30.70692716,-60.94983694,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536418
74,San Luis,-33.75772574,-66.02812982,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508328
50,Mendoza,-34.62988731,-68.58312282,1/4/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990338
66,Salta,-24.29913445,-64.81446296,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424397
62,Río Negro,-40.40579572,-67.22932989,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747761
90,Tucumán,-26.94780018,-65.36475794,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694656
86,Santiago del Estero,-27.78241166,-63.25238666,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978313
10,Catamarca,-27.33583328,-66.94768243,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415438
18,Corrientes,-28.7743047,-57.8012192,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120801
70,San Juan,-30.865368,-68.88949085,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781217
78,Santa Cruz,-48.81548518,-69.95576217,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365698
42,La Pampa,-37.13155377,-65.44665466,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358428
26,Chubut,-43.78862335,-68.52675939,1/4/2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618994
58,Neuquén,-38.64175758,-70.11857052,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664057
46,La Rioja,-29.6857763,-67.18173597,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393531
54,Misiones,-26.87539651,-54.65169662,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261294
94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-82.52151781,-50.7427486,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173432
38,Jujuy,-23.32007842,-65.76425222,1/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770881
30,Entre Ríos,-32.05887354,-59.20144755,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385961
14,Córdoba,-32.14293266,-63.80175327,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760450
2,Ciudad Autónoma de Buenos Aires,-34.61449341,-58.44585635,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075646
6,Buenos Aires,-36.67694152,-60.55883198,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17541141
22,Chaco,-26.38643091,-60.76583074,1/5/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204541
34,Formosa,-24.89497259,-59.93244058,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605193
82,Santa Fe,-30.70692716,-60.94983694,1/5/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536418
74,San Luis,-33.75772574,-66.02812982,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508328
50,Mendoza,-34.62988731,-68.58312282,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990338
66,Salta,-24.29913445,-64.81446296,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424397
62,Río Negro,-40.40579572,-67.22932989,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747761
90,Tucumán,-26.94780018,-65.36475794,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694656
86,Santiago del Estero,-27.78241166,-63.25238666,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978313
10,Catamarca,-27.33583328,-66.94768243,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415438
18,Corrientes,-28.7743047,-57.8012192,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120801
70,San Juan,-30.865368,-68.88949085,1/5/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781217
78,Santa Cruz,-48.81548518,-69.95576217,1/5/2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365698
42,La Pampa,-37.13155377,-65.44665466,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358428
26,Chubut,-43.78862335,-68.52675939,1/5/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618994
58,Neuquén,-38.64175758,-70.11857052,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664057
46,La Rioja,-29.6857763,-67.18173597,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393531
54,Misiones,-26.87539651,-54.65169662,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261294
94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-82.52151781,-50.7427486,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173432
38,Jujuy,-23.32007842,-65.76425222,1/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770881
30,Entre Ríos,-32.05887354,-59.20144755,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385961
14,Córdoba,-32.14293266,-63.80175327,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760450
2,Ciudad Autónoma de Buenos Aires,-34.61449341,-58.44585635,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075646
6,Buenos Aires,-36.67694152,-60.55883198,1/6/2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17541141
22,Chaco,-26.38643091,-60.76583074,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204541
34,Formosa,-24.89497259,-59.93244058,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605193
82,Santa Fe,-30.70692716,-60.94983694,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536418
74,San Luis,-33.75772574,-66.02812982,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508328
50,Mendoza,-34.62988731,-68.58312282,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990338
66,Salta,-24.29913445,-64.81446296,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424397
62,Río Negro,-40.40579572,-67.22932989,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747761
90,Tucumán,-26.94780018,-65.36475794,1/6/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694656
86,Santiago del Estero,-27.78241166,-63.25238666,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978313
10,Catamarca,-27.33583328,-66.94768243,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415438
18,Corrientes,-28.7743047,-57.8012192,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120801
70,San Juan,-30.865368,-68.88949085,1/6/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781217
78,Santa Cruz,-48.81548518,-69.95576217,1/6/2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365698
42,La Pampa,-37.13155377,-65.44665466,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358428
26,Chubut,-43.78862335,-68.52675939,1/6/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618994
58,Neuquén,-38.64175758,-70.11857052,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664057
46,La Rioja,-29.6857763,-67.18173597,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393531
54,Misiones,-26.87539651,-54.65169662,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261294
94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-82.52151781,-50.7427486,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173432
38,Jujuy,-23.32007842,-65.76425222,1/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770881
30,Entre Ríos,-32.05887354,-59.20144755,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385961
14,Córdoba,-32.14293266,-63.80175327,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760450
2,Ciudad Autónoma de Buenos Aires,-34.61449341,-58.44585635,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075646
6,Buenos Aires,-36.67694152,-60.55883198,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17541141
22,Chaco,-26.38643091,-60.76583074,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204541
34,Formosa,-24.89497259,-59.93244058,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605193
82,Santa Fe,-30.70692716,-60.94983694,1/7/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536418
74,San Luis,-33.75772574,-66.02812982,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508328
50,Mendoza,-34.62988731,-68.58312282,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990338
66,Salta,-24.29913445,-64.81446296,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424397
62,Río Negro,-40.40579572,-67.22932989,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747761
90,Tucumán,-26.94780018,-65.36475794,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694656
86,Santiago del Estero,-27.78241166,-63.25238666,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978313
10,Catamarca,-27.33583328,-66.94768243,1/7/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415438
18,Corrientes,-28.7743047,-57.8012192,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120801
70,San Juan,-30.865368,-68.88949085,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781217
78,Santa Cruz,-48.81548518,-69.95576217,1/7/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365698
42,La Pampa,-37.13155377,-65.44665466,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358428
26,Chubut,-43.78862335,-68.52675939,1/7/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618994
58,Neuquén,-38.64175758,-70.11857052,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664057
46,La Rioja,-29.6857763,-67.18173597,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393531
54,Misiones,-26.87539651,-54.65169662,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261294
94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-82.52151781,-50.7427486,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173432
38,Jujuy,-23.32007842,-65.76425222,1/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770881
30,Entre Ríos,-32.05887354,-59.20144755,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385961
14,Córdoba,-32.14293266,-63.80175327,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760450
2,Ciudad Autónoma de Buenos Aires,-34.61449341,-58.44585635,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075646
6,Buenos Aires,-36.67694152,-60.55883198,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17541141
22,Chaco,-26.38643091,-60.76583074,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204541
34,Formosa,-24.89497259,-59.93244058,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605193
82,Santa Fe,-30.70692716,-60.94983694,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536418
74,San Luis,-33.75772574,-66.02812982,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508328
50,Mendoza,-34.62988731,-68.58312282,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990338
66,Salta,-24.29913445,-64.81446296,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424397
62,Río Negro,-40.40579572,-67.22932989,1/8/2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747761
90,Tucumán,-26.94780018,-65.36475794,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694656
86,Santiago del Estero,-27.78241166,-63.25238666,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978313
10,Catamarca,-27.33583328,-66.94768243,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415438
18,Corrientes,-28.7743047,-57.8012192,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120801
70,San Juan,-30.865368,-68.88949085,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781217
78,Santa Cruz,-48.81548518,-69.95576217,1/8/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365698
42,La Pampa,-37.13155377,-65.44665466,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358428
26,Chubut,-43.78862335,-68.52675939,1/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618994
58,Neuquén,-38.64175758,-70.11857052,1/8/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664057
