app,media_source,date_campaign,campaign,Cost,Clicks,Impressions,Installs
com.ankapp,Facebook Ads,2021-05-01,p:FB_nom:Descargas_os:Android_ef:Acq_obj:Apps Auto_ev:Installs_tipo:AlwaysOn_expid:06,0.0,1613,1129078,199
com.ankapp,Facebook Ads,2021-05-01,p:FB_nom:Eventos Audiencia Amplia_os:Android_ef:Acq_obj:Apps Manual_ev:OBC_tipo:AlwaysOn_expid:05,0.0,1920,1095333,195
com.ankapp,Facebook Ads,2021-05-01,p:FB_nom:Eventos Audiencia High Intent_os:Android_ef:Acq_obj:Apps Manual_ev:OBC_tipo:AlwaysOn_expid:05,0.0,1060,444946,114
com.ankapp,Facebook Ads,2021-05-01,p:FB_nom:RMKT OB Incompleto_os:Mix_ef:RT_obj:Conversiones_ev:OBC_tipo:AlwaysOn_expid:na,0.0,254,65147,9
com.ankapp,Facebook Ads,2021-05-01,p:FB_nom:RMKT OB Sin transacciones_os:Mix_ef:RT_obj:Conversiones_ev:Purchase_tipo:AlwaysOn_expid:na,0.0,342,90041,6
com.ankapp,Landing Pages,2021-05-01,Footer Landings,0.0,35,0,13
com.ankapp,Landing Pages,2021-05-01,GoogleAds,0.0,12,0,1
com.ankapp,Organic,2021-05-01,organic,0.0,0,0,279
com.ankapp,Social_instagram,2021-05-01,Social_Influencers,0.0,0,0,2
com.ankapp,Twitter,2021-05-01,p:TW_nom:Descargas Shoppers_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,5
com.ankapp,Twitter,2021-05-01,p:TW_nom:Descargas TAP_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,2
com.ankapp,Twitter,2021-05-01,p:TW_nom:Descargas Twitter_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,20
com.ankapp,User_invite,2021-05-01,ankbassadors,0.0,1,0,0
com.ankapp,User_invite,2021-05-01,ankbassadors,0.0,1579,0,307
com.ankapp,User_invite,2021-05-01,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=054c2346-ef0f-4cb7-afe9-14c08ddd0246,0.0,2,0,1
com.ankapp,User_invite,2021-05-01,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=67ba2e8e-b659-4f92-bd14-69c8fc6de89a,0.0,1,0,0
com.ankapp,User_invite,2021-05-01,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=b5193cc1-88d3-4427-b9a3-7d60b953af6b,0.0,1,0,0
com.ankapp,User_invite,2021-05-01,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=df8ddc03-6faf-4d7f-a735-bcc74e91e96b,0.0,13,0,1
com.ankapp,User_inv­ite,2021-05-01,ankbassadors,0.0,1,0,1
com.ankapp,googleadwords_int,2021-05-01,p:G_nom:Eventos Android 4_os:Android_ef:Acq_obj:Apps Auto_ev:OBC_tipo:AlwaysOn,0.0,1751,215562,240
com.ankapp,googleadwords_int,2021-05-01,p:G_nom:Videos Android_os:Android_ef:Acq_obj:Apps Auto_ev:OBC_tipo:AlwaysOn,0.0,0,0,38
com.ankapp,jampp_int,2021-05-01,UA - AR - Android,0.0,353,216,1
com.ankapp,Facebook Ads,2021-05-02,p:FB_nom:Descargas_os:Android_ef:Acq_obj:Apps Auto_ev:Installs_tipo:AlwaysOn_expid:06,0.0,1739,1185420,192
com.ankapp,Facebook Ads,2021-05-02,p:FB_nom:Eventos Audiencia Amplia_os:Android_ef:Acq_obj:Apps Manual_ev:OBC_tipo:AlwaysOn_expid:05,0.0,1981,1211828,174
com.ankapp,Facebook Ads,2021-05-02,p:FB_nom:Eventos Audiencia High Intent_os:Android_ef:Acq_obj:Apps Manual_ev:OBC_tipo:AlwaysOn_expid:05,0.0,1122,465045,109
com.ankapp,Facebook Ads,2021-05-02,p:FB_nom:RMKT OB Incompleto_os:Mix_ef:RT_obj:Conversiones_ev:OBC_tipo:AlwaysOn_expid:na,0.0,252,66548,11
com.ankapp,Facebook Ads,2021-05-02,p:FB_nom:RMKT OB Sin transacciones_os:Mix_ef:RT_obj:Conversiones_ev:Purchase_tipo:AlwaysOn_expid:na,0.0,399,102921,19
com.ankapp,Landing Pages,2021-05-02,Footer Landings,0.0,23,0,10
com.ankapp,Landing Pages,2021-05-02,GoogleAds,0.0,5,0,0
com.ankapp,Organic,2021-05-02,organic,0.0,0,0,242
com.ankapp,Twitter,2021-05-02,p:TW_nom:Descargas Shoppers_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,2
com.ankapp,Twitter,2021-05-02,p:TW_nom:Descargas TAP_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,1
com.ankapp,Twitter,2021-05-02,p:TW_nom:Descargas Twitter_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,8
com.ankapp,User_invite,2021-05-02,ankbassadors,0.0,11,0,1
com.ankapp,User_invite,2021-05-02,ankbassadors,0.0,1032,0,191
com.ankapp,User_invite,2021-05-02,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=054c2346-ef0f-4cb7-afe9-14c08ddd0246,0.0,1,0,0
com.ankapp,User_invite,2021-05-02,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=67ba2e8e-b659-4f92-bd14-69c8fc6de89a,0.0,3,0,1
com.ankapp,User_invite,2021-05-02,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=b5193cc1-88d3-4427-b9a3-7d60b953af6b,0.0,3,0,0
com.ankapp,User_invite,2021-05-02,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=df8ddc03-6faf-4d7f-a735-bcc74e91e96b,0.0,44,0,6
com.ankapp,googleadwords_int,2021-05-02,p:G_nom:Eventos Android 4_os:Android_ef:Acq_obj:Apps Auto_ev:OBC_tipo:AlwaysOn,0.0,3239,293324,226
com.ankapp,googleadwords_int,2021-05-02,p:G_nom:Videos Android_os:Android_ef:Acq_obj:Apps Auto_ev:OBC_tipo:AlwaysOn,0.0,0,0,9
com.ankapp,jampp_int,2021-05-02,UA - AR - Android,0.0,327,381,0
com.ankapp,Facebook Ads,2021-05-03,p:FB_nom:Descargas_os:Android_ef:Acq_obj:Apps Auto_ev:Installs_tipo:AlwaysOn_expid:06,0.0,1675,1110404,248
com.ankapp,Facebook Ads,2021-05-03,p:FB_nom:Eventos Audiencia Amplia_os:Android_ef:Acq_obj:Apps Manual_ev:OBC_tipo:AlwaysOn_expid:05,0.0,2010,1226454,241
com.ankapp,Facebook Ads,2021-05-03,p:FB_nom:Eventos Audiencia High Intent_os:Android_ef:Acq_obj:Apps Manual_ev:OBC_tipo:AlwaysOn_expid:05,0.0,1072,448282,146
com.ankapp,Facebook Ads,2021-05-03,p:FB_nom:RMKT OB Incompleto_os:Mix_ef:RT_obj:Conversiones_ev:OBC_tipo:AlwaysOn_expid:na,0.0,291,61859,17
com.ankapp,Facebook Ads,2021-05-03,p:FB_nom:RMKT OB Sin transacciones_os:Mix_ef:RT_obj:Conversiones_ev:Purchase_tipo:AlwaysOn_expid:na,0.0,454,92986,17
com.ankapp,Landing Pages,2021-05-03,Footer Landings,0.0,45,0,8
com.ankapp,Landing Pages,2021-05-03,GoogleAds,0.0,8,0,2
com.ankapp,Organic,2021-05-03,organic,0.0,0,0,375
com.ankapp,Social_instagram,2021-05-03,Social_Influencers,0.0,0,0,2
com.ankapp,Twitter,2021-05-03,p:TW_nom:Descargas Shoppers_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,1
com.ankapp,Twitter,2021-05-03,p:TW_nom:Descargas TAP_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,3
com.ankapp,Twitter,2021-05-03,p:TW_nom:Descargas Twitter_os:Android_ef:Acq_obj:App Cards_ev:Installs_tipo:Experimento_expid:10,0.0,0,0,10
com.ankapp,User_invite,2021-05-03,ankbassadors,0.0,20,0,5
com.ankapp,User_invite,2021-05-03,ankbassadors,0.0,4197,0,857
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=67ba2e8e-b659-4f92-bd14-69c8fc6de89a,0.0,1,0,0
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=745a53dc-7999-4c61-a109-c6c2d4b59b68,0.0,5,0,0
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=768740fe-6e01-43db-bcf5-7cb7c3ba25d8,0.0,3,0,0
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=873ce9a6-9749-4380-bb00-0d52dca36055,0.0,1,0,0
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=8ae57b7e-b566-41fa-96ac-15b671e44697,0.0,1,0,0
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=a2032ae0-6a5a-4af8-b47b-2322e3fc661c,0.0,50,0,11
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=b5193cc1-88d3-4427-b9a3-7d60b953af6b,0.0,1,0,1
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=c282eee0-38a5-4021-aeba-8afdfb785d55,0.0,6,0,1
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=d37e5285-9737-4998-9b2d-c19500fa427b,0.0,4,0,0
com.ankapp,User_invite,2021-05-03,ankbassadors⁡_click_lookback=7d⁡_web_dp=https://ank.app/⁡_adset=df8ddc03-6faf-4d7f-a735-bcc74e91e96b,0.0,20,0,3
